id,question,answer,category,sub_category,question_type,difficulty_level,confidence,validation_score,review_status
qa_20250822_160549_d2bb1200,What is the selection process for M.Tech in Applied Electronics and Ph?,"With over four decades of exemplary experience in educational institution management and leadership, he has been instrumental in transforming the higher education landscape since 1980. This prestigiou...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f8d20a98,Are there any scholarships available for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5df05194,Are there any scholarships available for M.Tech in Applied Electronics and Ph?,"Prasad has served as Director of Audisankara group of institutions and Narayana Group of Institutions for 18 years and was instrumental in getting these institutions accredited by NAAC,NBA, Autonomous...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_4e42ffe8,What is the fee structure for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_2266f9db,What is the fee structure for M.Tech in Applied Electronics and Ph?,"With over four decades of exemplary experience in educational institution management and leadership, he has been instrumental in transforming the higher education landscape since 1980. This prestigiou...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_130f2f19,Can I get admission through lateral entry to B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f6c0751f,Can I get admission through lateral entry to M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_cd126524,What is the minimum percentage required for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_9b46c934,What is the minimum percentage required for M.Tech in Applied Electronics and Ph?,"With over four decades of exemplary experience in educational institution management and leadership, he has been instrumental in transforming the higher education landscape since 1980. This prestigiou...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_4e25b2ed,Is there any management quota for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c4fe0e2d,Is there any management quota for M.Tech in Applied Electronics and Ph?,"With over four decades of exemplary experience in educational institution management and leadership, he has been instrumental in transforming the higher education landscape since 1980. Prasad has serv...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_94f6dd9a,What is the counseling process for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c6e64919,What is the counseling process for M.Tech in Applied Electronics and Ph?,"With over four decades of exemplary experience in educational institution management and leadership, he has been instrumental in transforming the higher education landscape since 1980. This prestigiou...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_aa7e4dc2,How many seats are available in B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_3c6e0083,How many seats are available in M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,admissions,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_8ecff1e8,What is the reservation policy for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c97aeeb8,What is the reservation policy for M.Tech in Applied Electronics and Ph?,"With over four decades of exemplary experience in educational institution management and leadership, he has been instrumental in transforming the higher education landscape since 1980. This prestigiou...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_6b51d29a,What is the application fee for B.ARCH?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_4f6fcd1d,What is the application fee for M.Tech Programs?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c6a494a8,What are the eligibility criteria for B.ARCH?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_98a44d60,What are the eligibility criteria for M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_ba9b6b0a,What entrance exams are accepted for B.ARCH?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_efc49d1e,What entrance exams are accepted for M.Tech Programs?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_21bc96e2,How can I apply for B.ARCH?,(T & C Apply) Admission fee waiver for KLU Alumni students. Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs.,admissions,general,procedural,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a087b268,How can I apply for M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,procedural,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d90f7fec,What documents are required for B.ARCH admission?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. Tech Programs - 2025-26 Fee Particulars for Vijayawada Campus* Fee Particulars for H...,admissions,documents,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_5a9a1955,What documents are required for M.Tech Programs admission?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. Tech Programs - 2025-26 Fee Particulars for Vijayawada Campus* Fee Particulars for H...,admissions,documents,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_08b8f4ce,What is the selection process for B.ARCH?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_fcb891bb,What is the selection process for M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_0f9252a6,Are there any scholarships available for B.ARCH?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_0e91a8dc,Are there any scholarships available for M.Tech Programs?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_05a0bef9,What is the fee structure for B.ARCH?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_8aad5cb0,What is the fee structure for M.Tech Programs?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_bcf26373,Can I get admission through lateral entry to B.ARCH?,Tech Lateral Entry - KLECET - 2025 Merit Scholarships for M. Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs.,admissions,general,yes_no,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f792d3ec,Can I get admission through lateral entry to M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. Tech Lateral Entry - KLECET - 2025 Merit Scholarships for M.,admissions,general,yes_no,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_86bfd284,What is the minimum percentage required for B.ARCH?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a0eb540f,What is the minimum percentage required for M.Tech Programs?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b1b808fd,Is there any management quota for B.ARCH?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_af3e17ff,Is there any management quota for M.Tech Programs?,UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & Science / Humanities / Commerce College of Agriculture JEE MAINS (PERCENTILE) TS / AP State Board ( % ) OTHER STATE B...,admissions,exams,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a9d8672b,What is the counseling process for B.ARCH?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_0aa4e4f6,What is the counseling process for M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1e6b4164,How many seats are available in B.ARCH?,"Single Girl child Scholarship/Children of KL Alumni : Seats are given to the single girl child / Children of Alumni with a Scholarships of Rs. 10,000 per year Sports & Children of Ex- Army Personnel: ...",admissions,general,numerical,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_beb9cac1,How many seats are available in M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. Single Girl child Scholarship/Children of KL Alumni : Seats are given to the single ...,admissions,general,numerical,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1bd64437,What is the reservation policy for B.ARCH?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_62e3073d,What is the reservation policy for M.Tech Programs?,Special Scholarships for Siblings: For the sibling of student of KLEF University seek admission in all programs Rs. UG & PG Fee Structure FOR The Academic Year-2025-2026 School of Architecture Art & S...,admissions,exams,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_29e7f718,What is the application fee for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_30a5f2bc,What is the application fee for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_18818b3e,What are the eligibility criteria for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a3a44232,What are the eligibility criteria for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_ce9e63b3,What entrance exams are accepted for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,exams,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_70a0995f,What entrance exams are accepted for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,exams,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_e67c18af,How can I apply for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,procedural,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_17b9abf7,How can I apply for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,procedural,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_9db6e7c8,What documents are required for B.Tech Computer Science admission?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,documents,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a1dbf0a4,What documents are required for M.Tech in Computer Science admission?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,documents,descriptive,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a39b0485,What is the selection process for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_791af9f6,What is the selection process for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_94809408,Are there any scholarships available for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_55669940,Are there any scholarships available for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1f5e170c,What is the fee structure for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d7172b37,What is the fee structure for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_21fa40e0,Can I get admission through lateral entry to B.Tech Computer Science?,"-------------------------------------------------------------------------------- Department of Computer Science & Engineering offers undergraduate, post graduate and Doctoral programs with a flexible ...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_65bc0f72,Can I get admission through lateral entry to M.Tech in Computer Science?,"-------------------------------------------------------------------------------- Department of Computer Science & Engineering offers undergraduate, post graduate and Doctoral programs with a flexible ...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f2b46c9b,What is the minimum percentage required for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_bf31216e,What is the minimum percentage required for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c0125e84,Is there any management quota for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_fd63ce8e,Is there any management quota for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b4b06f8a,What is the counseling process for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_fc200e71,What is the counseling process for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_da19e849,How many seats are available in B.Tech Computer Science?,"-------------------------------------------------------------------------------- Department of Computer Science & Engineering offers undergraduate, post graduate and Doctoral programs with a flexible ...",admissions,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c50a9849,How many seats are available in M.Tech in Computer Science?,"-------------------------------------------------------------------------------- Department of Computer Science & Engineering offers undergraduate, post graduate and Doctoral programs with a flexible ...",admissions,general,numerical,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b41f9633,What is the reservation policy for B.Tech Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_a8bb7250,What is the reservation policy for M.Tech in Computer Science?,"Computer Science & Engineering – Unique Features Conduction of Two-day Hands-on Workshop on ""Hunting Threats"" K L University VZA, Student Team secured Second Runner-up Position with prize money of Rs ...",admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_9aa0d659,How many Students are there?,rity on 07-11-2023 Mega Hackathon 2023 for Y21 & Y22 Students from 04-11-2023 to 05-11-2023 An In-Person Intera,admissions,general,numerical,basic,0.7,0.8699999999999999,unreviewed
qa_20250822_160549_15507e64,What is the application fee for M.TECH?,Sc(Animation & Gaming) / BBA / BCOM / BA / BCA Syllabus You may fill and submit the application form online and pay the application fee of Rs. to fill the Application online Application form can also ...,admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_321a7e25,What is the application fee for B.Sc?,Sc(Animation & Gaming) / BBA / BCOM / BA / BCA Syllabus You may fill and submit the application form online and pay the application fee of Rs. to fill the Application online Application form can also ...,admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_773ad162,What is the application fee for M.SC?,Sc(Animation & Gaming) / BBA / BCOM / BA / BCA Syllabus You may fill and submit the application form online and pay the application fee of Rs. to fill the Application online Application form can also ...,admissions,general,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_eb376236,What are the eligibility criteria for M.TECH?,Sc(Animation & Gaming) / BBA / BCOM / BA / BCA Syllabus You may fill and submit the application form online and pay the application fee of Rs. to fill the Application online Application form can also ...,admissions,eligibility,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_cb852396,What specializations are available in CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single v...",programs,specializations,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_f992ef3e,What specializations are available in CSE aims to make a stance of international repute through continuous research?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Research Projects Research project helps stu...",programs,specializations,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_1c28a23a,What is the duration of B.Tech CSE?,Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) E...,programs,duration,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_e531bce5,What is the duration of B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - ...,programs,duration,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c5fb2a5d,What is the duration of B.Tech CSE Honors?,Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credi...,programs,duration,factual,basic,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_b4cb1774,What subjects are taught in B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single v...",programs,curriculum,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d0689c74,What subjects are taught in B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - ...,programs,general,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c22149cb,What subjects are taught in B.Tech CSE Honors?,Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credi...,programs,curriculum,descriptive,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_47bc4d56,What are the career prospects after B.Tech CSE?,"Pursue advanced education, research and development, and other creative and innovative efforts in science, engineering, and technology, as well as other professional careers. Tech CSE ▾ Basic Courses ...",programs,general,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_215cccc2,What are the career prospects after B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - ...,programs,general,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_42af66d5,What are the career prospects after B.Tech CSE Honors?,Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credi...,programs,general,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_d070d3a4,What is the curriculum of B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single v...",programs,curriculum,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_c47fbdfe,What is the curriculum of B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - ...,programs,curriculum,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_946073c4,What is the curriculum of B.Tech CSE Honors?,Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credi...,programs,curriculum,factual,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_175bbc3a,Are there any industry collaborations for B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. 5) 18EC1101 - Digital System Design (Credits...",programs,curriculum,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
qa_20250822_160549_9e323ec5,Are there any industry collaborations for B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - ...,programs,general,yes_no,intermediate,0.7,0.9699999999999999,unreviewed
